home_loc_cd,trv_idx,age_cd,loc_type,home_loc_nm,sex_cd,yw,id_cnt,date
11,0.0934435527400957,40,sido,서울특별시,2,202207,364969,2022-02-12T00:00:00+09:00
11,0.0911588880638198,50,sido,서울특별시,2,202207,346099,2022-02-12T00:00:00+09:00
11,0.0511243921622661,70,sido,서울특별시,1,202205,174183,2022-01-29T00:00:00+09:00
11,0.2129268879268879,50,sido,서울특별시,1,202205,332640,2022-01-29T00:00:00+09:00
11,0.2483417995923253,30,sido,서울특별시,1,202205,309070,2022-01-29T00:00:00+09:00
11,0.259718762870423,20,sido,서울특별시,1,202205,254945,2022-01-29T00:00:00+09:00
11,0.2388816456613066,40,sido,서울특별시,1,202205,338247,2022-01-29T00:00:00+09:00
11,0.1291359234493889,60,sido,서울특별시,1,202205,277568,2022-01-29T00:00:00+09:00
11,0.1838721453778445,0,sido,서울특별시,1,202205,24653,2022-01-29T00:00:00+09:00
11,0.2278940570095684,10,sido,서울특별시,1,202205,159482,2022-01-29T00:00:00+09:00
11,0.1639941774831998,50,sido,서울특별시,2,202205,347616,2022-01-29T00:00:00+09:00
11,0.2347793478123857,30,sido,서울특별시,2,202205,317332,2022-01-29T00:00:00+09:00
11,0.2115749318205418,40,sido,서울특별시,2,202205,365946,2022-01-29T00:00:00+09:00
11,0.2779425764704259,20,sido,서울특별시,2,202205,289916,2022-01-29T00:00:00+09:00
11,0.2014928025590901,0,sido,서울특별시,2,202205,28135,2022-01-29T00:00:00+09:00
11,0.0407104536694619,70,sido,서울특별시,2,202205,191990,2022-01-29T00:00:00+09:00
11,0.2251954336766348,10,sido,서울특별시,2,202205,161180,2022-01-29T00:00:00+09:00
11,0.090628573618946,60,sido,서울특별시,2,202205,313058,2022-01-29T00:00:00+09:00
11,0.0446696988351452,70,sido,서울특별시,1,202203,167317,2022-01-15T00:00:00+09:00
11,0.1287731114205226,30,sido,서울특별시,1,202203,308830,2022-01-15T00:00:00+09:00
11,0.0984054384952222,60,sido,서울특별시,1,202203,271987,2022-01-15T00:00:00+09:00
11,0.0894005818003031,0,sido,서울특별시,1,202203,24407,2022-01-15T00:00:00+09:00
11,0.1399254174485166,40,sido,서울특별시,1,202203,336808,2022-01-15T00:00:00+09:00
11,0.0953173974988127,10,sido,서울특별시,1,202203,157925,2022-01-15T00:00:00+09:00
11,0.129794833004515,20,sido,서울특별시,1,202203,256474,2022-01-15T00:00:00+09:00
11,0.1327945207151883,50,sido,서울특별시,1,202203,327634,2022-01-15T00:00:00+09:00
11,0.0341454866074117,70,sido,서울특별시,2,202203,182601,2022-01-15T00:00:00+09:00
11,0.1314527685526646,20,sido,서울특별시,2,202203,294486,2022-01-15T00:00:00+09:00
11,0.0946403959675112,50,sido,서울특별시,2,202203,346089,2022-01-15T00:00:00+09:00
11,0.0666146888122521,60,sido,서울특별시,2,202203,309106,2022-01-15T00:00:00+09:00
11,0.1069245317935029,30,sido,서울특별시,2,202203,318823,2022-01-15T00:00:00+09:00
11,0.0948850204169353,0,sido,서울특별시,2,202203,27918,2022-01-15T00:00:00+09:00
11,0.0891054625062971,10,sido,서울특별시,2,202203,160787,2022-01-15T00:00:00+09:00
11,0.0998078828249434,40,sido,서울특별시,2,202203,365402,2022-01-15T00:00:00+09:00
